startTime(s),AoINumber,AoIBCEA,AoIBCEADisp,AoILempelZiv
0.0,2.0,9.99075745691433,0.45646081464271226,11.0
1.626,2.0,1.3109743739579653,0.3926168498981027,12.0
3.252,2.0,1.3346724640751984,0.4787215849226587,14.0
4.878,2.0,1.3739523910145033,0.49826834492489924,14.0
6.504,2.0,1.6881790329850381,0.24615513182364823,13.0
8.13,2.0,1.8697272241542722,0.0294391046100696,14.0
9.756,2.0,1.708927376180993,0.08660258534856835,13.0
11.382,2.0,1.8550992060381062,0.07359268125564966,13.0
13.008,2.0,1.9644463401317898,0.15111611744435094,13.0
14.634,2.0,2.0030820068947057,0.1354963937366419,13.0
16.26,2.0,1.9254756477762953,0.17295066284257787,13.0
17.886,2.0,1.776314450917952,0.179348747441886,14.0
19.512,2.0,1.6088887538285608,0.08863597577549742,14.0
21.138,2.0,1.7379341126661414,0.11749591743184062,14.0
22.764,2.0,1.7520996043221373,0.03285274099851221,14.0
24.39,2.0,1.6916842310217066,0.22437520800036448,14.0
26.016,2.0,1.4150837150674498,0.010103965903473955,14.0
27.642,2.0,1.1291285320968454,0.06373665513538296,13.0
29.268,2.0,1.1510018775427846,0.059335688541529374,14.0
30.894,2.0,1.0901616311110405,0.19534307199525414,14.0
32.52,2.0,1.9905770884889682,0.8502492405590071,14.0
34.146,2.0,2.1349547790953443,0.9904379728156084,14.0
35.772,2.0,2.061961945378822,0.9281473268256089,13.0
37.398,2.0,1.8672219821688465,0.7780226590882032,14.0
39.024,2.0,1.9959143604540284,0.6122779218366964,14.0
40.65,2.0,1.8781916196046744,0.6815737201245904,14.0
42.276,3.0,3.654401210633882,2.621307180600203,13.0
43.902,3.0,3.7651810643716908,2.6316144895383045,15.0
45.528,2.0,2.9849158687988337,1.9501617429631448,13.0
47.154,2.0,2.8936696882484556,1.8136557774258772,14.0
48.78,2.0,2.907988949015718,1.7731279342797253,14.0
50.406,2.0,2.814841916071204,1.6971991246318188,13.0
52.032,2.0,2.5105337596647863,1.378673249003786,14.0
53.658,2.0,2.0453801469309894,0.8767268842566639,14.0
55.284,2.0,1.9173958969218325,0.7527217704770226,14.0
56.91,2.0,1.9822024793868007,0.6621046098521088,14.0
58.536,2.0,1.911590283559255,0.9157533671219347,13.0
60.162,2.0,2.037847296699366,1.0660619252303907,13.0
61.788,2.0,1.9679089258023617,0.6816418951818488,13.0
63.414,2.0,2.8652118769743375,1.4245881699837954,14.0
65.04,2.0,2.7084261715089677,1.2464925912888258,15.0
66.666,2.0,2.740830045641064,1.2664748338328629,15.0
68.292,2.0,2.72409017101367,1.2343841142943894,15.0
69.918,2.0,2.7389257855942297,1.2575818341369436,14.0
71.544,2.0,2.976791619911338,1.3350463985491752,14.0
73.17,2.0,3.066546455816712,1.1630409379449793,15.0
74.796,2.0,3.259421824467989,0.9031953609851668,15.0
76.422,2.0,3.65230709386338,1.2466394854593248,15.0
78.048,2.0,3.6474894929523805,1.3116237491431424,15.0
79.674,2.0,3.7504370033449748,0.9847371643398963,16.0
