startTime(s),SpLength,SpBCEA,SpConvexHull,SpFractalDimension,SpRQARecRate
0.0,364.33167807923553,424.802951774265,455.7277625371387,1.9010728774233085,11.711711711711711
1.621,338.6928386276308,465.366306568114,454.5950850178142,1.8848159056428915,11.942959001782532
3.242,337.4328798237464,488.02080039450675,455.0591375345207,1.8210414898990825,9.411764705882353
4.863,328.67368586658125,493.08519600703806,450.4053074243302,1.8275177693418057,10.084033613445378
6.484,312.61410945322615,500.42238781433474,452.0811173962811,1.8922289408113349,11.596638655462185
8.105,338.61860892995213,494.73338043010034,452.0811173962811,1.9382296661914218,10.92436974789916
9.726,334.0380833408821,485.98024497037244,448.9291770078207,1.9007928095488382,10.317460317460318
11.347,330.4442561335323,472.665114309969,464.43554366366993,1.8568726117635697,10.21021021021021
12.968,315.65644541512904,458.2868783496734,464.43554366366993,1.8557060861777643,9.45945945945946
14.589,310.95960017464785,446.9753188297581,472.30914196217736,1.8647325890141926,9.60960960960961
16.21,279.088830800544,442.9712338838262,472.17652486710904,1.8519219850458126,11.26126126126126
17.831,272.3415640064288,399.4270760388872,443.0738780587924,1.920943224095297,11.764705882352942
19.452,247.12757387262795,408.5523853238114,467.6507468844843,1.8530011917736544,12.477718360071302
21.073,268.8827790638099,419.72870627467603,467.54553400329223,1.8601328536204207,11.596638655462185
22.694,298.91766609275084,426.4654858982614,477.7998394844933,1.8861224568326838,9.206349206349206
24.315,304.5597958498493,419.9191113097562,486.57728682978745,1.881217318948025,9.90990990990991
25.936,317.5995435263364,401.10086397006535,483.3525257954698,1.8729464096470179,9.60960960960961
27.557,333.29667123964515,403.87516251502313,483.2204608642048,1.8720494862591357,10.38406827880512
29.178,348.46920214787133,424.22591374922246,497.280110438825,1.8969414852586164,9.7165991902834
30.799,375.2984863447908,432.7995416713291,493.57500082615115,1.953027573684014,9.581646423751687
32.42,363.90765690497557,447.5205039155719,493.38211444923877,1.9102157180877073,8.717948717948717
34.041,363.49737088282603,400.00985044178225,454.4293790992733,1.8971937770529925,9.615384615384615
35.662,377.1043654788046,424.99945063088074,454.4293790992733,1.9499544751744449,9.743589743589743
37.283,363.1456383025415,451.5723537273153,454.4293790992733,1.95227967828741,9.851551956815115
38.904,367.23837500581,418.99582251036094,448.9485861812784,1.990981952490502,9.23076923076923
40.525,377.3167496522346,421.3351767281847,504.0295209601413,2.013139800602442,9.175377468060395
42.146,360.8192583736046,433.1556196837661,507.4338813591901,2.0103493282165656,9.487179487179487
43.767,336.96691313223533,446.68323179347135,537.36843413057,1.9607463335665267,9.487179487179487
45.388,331.62059660307614,428.4332730907787,496.3203205944717,1.9596982265343839,9.7165991902834
47.009,296.5985798148788,402.40043176814197,496.3203205944717,1.9517967860879688,10.668563300142248
48.63,280.4554401627131,362.65598914092504,440.8398799438801,1.962692342715139,12.375533428165006
50.251,258.6692917243207,364.2857525669077,412.5052864400029,1.9233564175085585,13.655761024182077
51.872,280.1567996888728,357.8419627089736,409.1419730489497,1.928691642001605,12.955465587044534
53.493,305.7789529498079,439.56550421731123,485.38150733239127,1.99874682893673,13.090418353576249
55.114,288.26121676690286,417.27750527195604,452.0233760513636,2.001790597513365,13.655761024182077
56.735,322.5456556655003,403.3784094504878,463.8504139304016,1.9529230822937431,13.225371120107962
58.356,328.1647923360965,408.13693530585374,463.8504139304016,1.9415823992206434,13.090418353576249
59.977,333.0388215637868,420.6274118507009,463.8504139304016,1.945832815691674,13.090418353576249
61.598,320.4900675142908,424.0064779939418,466.83742305583473,1.9493811385709323,12.685560053981106
63.219,330.7427214321421,422.59617904094824,474.2776996727787,1.9265387227834254,12.307692307692308
64.84,325.797790698294,428.398702013649,442.79220858184044,1.852046904494813,12.564102564102564
66.461,355.86185971514146,438.1393315942873,494.09547500376925,1.8646903679019255,11.707317073170731
68.082,371.1948390197111,439.73273117588735,534.9466659094851,1.8765750940866166,11.265969802555169
69.703,359.2607852865988,456.3641908394278,534.0268624129212,1.8422382553127679,10.121951219512194
71.324,384.53652075545494,438.367299579292,543.5786873567527,1.884679367614363,10.24390243902439
72.945,346.75773844738393,406.28460707844573,494.35055871430905,1.800273716631247,10.609756097560975
74.566,396.77899320530196,429.9145114488237,504.2643002910422,1.8817528970382842,10.801393728222996
76.187,398.4988611896877,431.10559009105754,504.2643002910422,1.8648135134542347,10.96345514950166
77.808,387.5971624847768,449.5733680275581,504.2643002910422,1.8770397715060658,10.0
79.429,392.2936713974532,439.84607795769267,501.5583096096302,1.9473330544397465,8.902439024390244
