startTime(s),fixDur,fixVel,fixDriftDisplacement,fixDriftDist,fixDriftVel,fixBCEA,sacFreq,sacAmp,sacEfficiency,sacPeakVel,sacPeakAcc,sacSkewnessExponent,sacPeakVelAmpRatio
0.0,0.50525,2.90591986716608,0.3036515383987702,1.0407919439790896,1.4749193301712398,0.02087676935011787,1.6,5.6217679512087075,0.9827500366642725,206.69516403095298,14711.539161358784,0.43173867801625154,47.729105199531745
0.961,0.6071666666666666,3.1623939881858067,0.44320509202942665,1.3370044106122492,1.819913742574064,0.03476213299977568,1.4,7.816451291406669,0.9215825599413392,271.9279208298539,18856.9040349538,0.3913175327602305,43.04409208889658
1.922,0.6493333333333334,3.2114685217324688,0.4865625349521902,1.415938963242285,1.9609735863713038,0.03877186000977626,1.4,8.608269396544529,0.9012673381396461,298.55224606232497,21478.82245632318,0.3589762629189607,42.68194990249084
2.883,0.6695000000000001,2.2788738238549766,0.42610300851898036,1.386157003304889,0.9043615763649596,0.03584824160883266,1.4,7.124837523971276,0.8922662012615827,255.5679871648898,18825.18930858849,0.3267403422348976,46.30882044326322
3.844,0.5866666666666668,2.2902415607974707,0.3808684884002604,1.246552391034701,0.8858522161093311,0.030613218632967662,1.4,6.996694356829216,0.8911424418125777,248.2778520154291,18455.068810654982,0.3309420229071665,46.14308415547414
4.805,0.5337142857142858,2.230021252116713,0.31912899496741437,1.0492594153332802,0.9402998932907404,0.02469048272273585,1.6,6.41875641246269,0.8900263716942516,230.46678162664003,17559.96918451029,0.32922073469023533,49.62540784679503
5.766,0.47225,2.7374258013541555,0.40770216343235177,1.0659654210694822,1.4810895541019728,0.02803467717888905,1.8,6.218593676028254,0.9256012575049775,214.44579758346327,16404.350520942775,0.38560119033320894,51.983308489630886
6.727,0.47775,2.7244571718867583,0.4062004820706069,1.0725695449529127,1.4297032063885646,0.03623640528517958,1.8,5.0348795943495395,0.9497475493246844,173.71872429631253,13194.743398160042,0.43521783186161517,53.657289504782064
7.688,0.4812222222222223,2.821676232590745,0.43517711851511476,1.0532851884937056,1.6660701188776865,0.03512657326824315,1.8,7.3320240056962875,0.9535639771920699,206.76254314588076,15445.51307520206,0.4410832532422601,50.18823590953729
8.649,0.452,2.999438725224235,0.45156643507204824,1.065266676091729,1.8257515315889097,0.03673373358179273,1.8,8.084682585623385,0.9522180564619891,226.86929879255686,16724.373071945894,0.4388634974154011,48.45163949325393
9.61,0.5237142857142858,3.0638296976393997,0.5749892801557125,1.2302953890390687,1.9401624946542058,0.05703338445121388,1.6,7.898953002985333,0.9584762418097368,226.76228225448241,16501.226061507776,0.45805224267313427,47.28912408447244
10.571,0.6146666666666667,2.6247679993299693,0.5407974048705504,1.3481390329102503,1.4095792003680634,0.052133293563770694,1.4,8.962069735458781,0.9825111287444935,253.5472325631328,18286.59539606165,0.4339506760370114,43.25047391764121
11.532,0.7327999999999999,2.736746403614668,0.5309367687133152,1.7478960160036827,1.2591294510778286,0.07970106817077652,1.2,11.350068301393328,0.962904981225543,322.662999432797,22783.155573839,0.3877040010204118,37.516943415641585
12.493,0.93575,2.331729281407589,0.5536659823690528,2.1761546474765274,0.5896140460701365,0.09353625463525111,1.0,10.961054272798426,0.9228204700250935,380.8193705477621,26223.533858343573,0.3673543041131068,36.74942700890257
13.454,0.7306,2.664317197086524,0.5809329871223429,1.9043110820507798,0.8707191381994577,0.08899308648513472,1.2,8.579755914463158,0.9106873550554918,298.8038994857255,20712.308726106527,0.3458171835620907,42.89030102444039
14.415,0.6008333333333334,2.5752439087187535,0.4582025674939634,1.511685165032486,0.9980988096941265,0.06955730218324112,1.4,7.380264233630025,0.8842676328573704,257.6921544914566,17677.974704340504,0.3290716551744327,47.240189846604494
15.376,0.5993333333333333,2.427126549988744,0.4543605495479728,1.3737405058060015,0.9945475068303032,0.05655933720116904,1.4,7.156715075877648,0.8768170980890521,261.1006738770735,16607.974208782824,0.3344275288671934,47.840546282119455
16.337,0.5893333333333334,2.536066961919554,0.6929540217694713,1.4479791110790743,1.2688346268592332,0.08259699253504282,1.4,8.580276065558833,0.8627423075838713,280.4536617166269,18436.97173687789,0.35774903138124253,46.01471762716797
17.298,0.6218571428571428,2.5953223023830754,0.6217290185787671,1.5851102588754906,1.1216024741837092,0.08383218608867447,1.4,9.55881310978296,0.883107963724094,267.23898967167565,17163.39143909219,0.4096141399891661,43.41057248269523
18.259,0.733,2.38678762048713,0.5614182621837293,1.7193888954119922,0.9302907983315579,0.08514325560764917,1.2,11.089820972156085,0.8658830491367149,307.1248289614463,19458.627878217343,0.400105385542916,38.168476684211576
19.22,0.8805000000000001,2.501925074440861,0.7035864265452634,2.1881830567597556,0.7944839269488995,0.12002443250437966,1.0,15.711326134505986,0.8582112261905056,410.34676347659877,25344.278369249187,0.3962194146433277,28.885442067470326
20.181,0.89675,2.5238947889992183,0.7366574035412248,2.240450711153332,0.8218971379085789,0.11603334834433521,1.0,18.808684488549147,0.9029746589160415,460.33214053297644,29365.277101011212,0.3827325725380645,24.73981041911774
21.142,0.7538,2.5872038587160553,0.40044032191495893,1.7412035262235885,0.9183712651544308,0.06889250598670499,1.2,14.89622942438593,0.9219441811032357,374.16463496701607,25913.72795233641,0.4046220211265978,33.45525741067504
22.103,0.6456666666666667,2.7178911286556957,0.4360343877826505,1.4301959687907688,1.3212557497671187,0.053019992418226,1.4,12.052539917337013,0.9594916648217863,314.14808201384164,21760.969408888854,0.4041994648949382,37.25060681116528
23.064,0.5348571428571428,3.701276251307257,0.4962539161729907,1.2612426575182902,2.4935086298390603,0.03750498312477558,1.6,11.852096282062632,0.9707046846958782,302.5028631647955,21498.878935764238,0.37257758025883303,39.41266667660558
24.025,0.46575,3.7529467193048855,0.45375031941679134,1.1452079679038272,2.517344664125379,0.0342392461866714,1.8,11.727763473929619,0.969770600312327,299.79564130375,21678.88288898747,0.3685481810777157,40.34404018011782
24.986,0.40688888888888886,3.8402072637422324,0.4647789705257718,1.0773754066138705,2.5887299504485197,0.034986618529569906,2.0,10.312472081205506,0.9676838881380461,271.0030584987866,18853.90893609171,0.38369851275569,42.06598712900356
25.947,0.43762500000000004,3.799340145885763,0.4937229517998759,1.1072175401190063,2.589891533543504,0.035381273847328656,1.8,10.79684798595509,0.9541734628439917,279.69595147185555,19391.72173435886,0.34221894857877516,39.80152665163263
26.908,0.5027142857142858,3.7636620506220675,0.43788020518163184,1.240752102073372,2.42220332213108,0.0331271970392626,1.6,12.646785736745889,0.9386635795106198,307.4208030995126,20870.558662294687,0.30791731047885834,36.729974218765875
27.869,0.5157142857142858,3.1399486633040703,0.4183623453816156,1.2094341020272812,1.8490158293646304,0.03561410293885263,1.6,12.374668688006661,0.930784457276419,311.02401364871287,21390.670175989508,0.29199515791877473,38.50453987092285
28.83,0.5187142857142858,3.2915096539844617,0.5487684401588828,1.2901050419030586,2.1152528882490382,0.04758326474823782,1.6,11.15738720103891,0.9335502451053158,284.8639112784074,18258.60414309923,0.330711505845649,40.75737096579479
29.791,0.4945714285714286,3.459087374909476,0.5025288766931751,1.2418849034153747,2.3159854792520767,0.04225272845893938,1.6,11.977228214510099,0.9269063799548445,305.58731843452176,19864.245312798772,0.3523242328030103,37.30509761211136
