startTime(s),AoINumber,AoIBCEA,AoIBCEADisp,AoILempelZiv
0.0,6.0,13.815279031592134,6.925589504038958,26.0
0.801,6.0,13.456561344976448,6.228093855981158,25.0
1.602,6.0,11.560914111335821,6.324659877763161,23.0
2.403,6.0,11.425822354161555,6.189568120588896,23.0
3.204,6.0,8.59441424795852,3.6109994353740507,21.0
4.005,5.0,13.463785828350662,6.46637351096984,20.0
4.806,6.0,7.987811243492931,3.9265735471172576,18.0
5.607,6.0,6.927000926036345,4.987383864573845,17.0
6.408,6.0,8.14479069100251,3.3043601730413363,18.0
7.209,7.0,5.402440218995643,4.3425882186673395,18.0
8.01,7.0,4.854874956768309,3.7950229564400053,17.0
8.811,7.0,4.928882423147152,3.8413532543339444,16.0
9.612,6.0,6.345738828086297,3.335135002361777,15.0
10.413,6.0,6.416113723770992,3.4055098980464713,15.0
11.214,5.0,7.336099900179941,5.553138690060456,14.0
12.015,5.0,8.548824833676324,6.991864594866146,12.0
12.816,5.0,6.252338929638202,4.695378690828024,12.0
13.617,5.0,5.256959195533341,4.250780907023217,11.0
14.418,5.0,5.7588348071661,4.2018745683559215,11.0
15.219,4.0,7.2002565114381,7.2002565114381,9.0
16.02,3.0,14.391057711935204,7.204927117478999,8.0
16.821,3.0,18.540654163028062,13.650489503722499,9.0
17.622,4.0,9.355897531040407,5.987528643814908,10.0
18.423,4.0,10.299284498154284,10.299284498154284,11.0
19.224,4.0,12.906030646518126,12.773732562152958,11.0
20.025,6.0,4.8203312039296735,4.73213248101956,13.0
20.826,6.0,5.039510088915961,4.806282072347348,14.0
21.627,6.0,6.318839886079303,6.085611869510693,15.0
22.428,6.0,6.479819926067958,6.246591909499348,16.0
23.229,7.0,4.676078659943519,4.549263635308166,18.0
24.03,7.0,4.701409212864753,4.5239330823869315,19.0
24.831,7.0,4.867490029349669,4.462738851260307,19.0
25.632,7.0,5.299817390017402,4.257897401658325,20.0
26.433,6.0,15.848191811399147,8.902664443287842,21.0
27.234,6.0,15.730010364753866,8.750466322672837,21.0
28.035,6.0,15.730010364753866,8.750466322672837,21.0
28.836,7.0,11.697458847824773,5.0081157961386396,22.0
29.637,6.0,14.516951469592028,4.691910481501188,23.0
30.438,5.0,18.525193495483926,6.404536526808194,22.0
31.239,6.0,12.253747126904365,6.875545321664782,23.0
32.04,6.0,13.275985151576899,7.550815305887663,24.0
32.841,6.0,15.273429285623331,10.60887628498987,24.0
33.642,6.0,13.174756114903559,4.687424071492008,25.0
34.443,7.0,11.132464762142003,8.03350526980056,27.0
35.244,7.0,12.637239767396837,7.884657025784195,28.0
36.045,8.0,10.167948937231158,6.209263664776999,31.0
36.846,8.0,10.452650106069392,5.643719521537715,31.0
37.647,6.0,15.553878498785096,7.418316886436874,28.0
38.448,6.0,17.146346995610724,7.703313669969237,29.0
39.249,7.0,16.630850753060887,9.101168193021744,28.0
