startTime(s),AoINumber,AoIBCEA,AoIBCEADisp,AoILempelZiv
0.0,14.0,1.9366519512199072,1.9366519512199072,25.0
1.621,12.0,3.0185031346904942,3.0185031346904942,23.0
3.242,11.0,3.1287824711543593,3.1287824711543593,22.0
4.863,10.0,6.910158845084391,6.351520491684769,22.0
6.484,11.0,2.3007982739013957,2.2589530662993567,21.0
8.105,10.0,5.458348103142488,4.966891865329052,22.0
9.726,9.0,7.069357838377169,6.103830983919486,21.0
11.347,10.0,4.394692683955458,3.1617150150994817,21.0
12.968,11.0,3.988749005793856,3.6455508865225115,21.0
14.589,12.0,3.4539029418547824,3.28307854782823,22.0
16.21,10.0,5.481249808888697,5.276260536056834,22.0
17.831,11.0,4.251245820174096,4.1301750943300215,23.0
19.452,10.0,3.491784306807399,3.2561118719629847,23.0
21.073,10.0,5.146527668211043,4.470875964857096,23.0
22.694,11.0,3.502878985259761,3.2749946220464454,24.0
24.315,12.0,2.788293122697707,2.788293118263445,25.0
25.936,11.0,4.776457891987773,3.9335935346100843,24.0
27.557,11.0,4.1304520186806295,3.1578821126286916,25.0
29.178,12.0,3.753780892541817,3.6093148322829034,27.0
30.799,12.0,4.630774012705726,4.486307952446814,27.0
32.42,12.0,4.704050134887072,4.67848080006475,27.0
34.041,11.0,4.346586759369079,4.332639831386796,25.0
35.662,11.0,3.800667967520125,3.5188497721233887,23.0
37.283,10.0,4.920420802509996,4.920420765384666,22.0
38.904,9.0,8.917996724137007,5.115031274446064,23.0
40.525,9.0,8.14803377061721,5.219119216440882,23.0
42.146,8.0,9.14093962867181,6.539846266453139,23.0
43.767,7.0,9.517180149863668,8.359390687409746,21.0
45.388,7.0,8.482090241355023,6.48568780360908,22.0
47.009,8.0,6.173222938146525,3.778337919341229,22.0
48.63,7.0,10.623797094887818,5.400518144810735,20.0
50.251,6.0,13.102342989785923,5.571606152001958,18.0
51.872,8.0,7.86112776369559,5.410716293559068,20.0
53.493,8.0,10.274404217044253,9.048415142449059,21.0
55.114,8.0,11.333424141299734,8.909504171206615,23.0
56.735,8.0,11.664764068332776,10.23752136820362,22.0
58.356,8.0,10.071934105783251,8.818347664964579,23.0
59.977,10.0,7.914858745940724,6.713690632190203,23.0
61.598,11.0,8.883593542950736,6.108343642983285,25.0
63.219,11.0,10.074437604820423,8.66335991355753,26.0
64.84,12.0,6.027720154948653,5.204168199742047,26.0
66.461,12.0,5.364398839648936,4.789174940875079,26.0
68.082,13.0,3.042318953327441,2.687115209178544,27.0
69.703,13.0,2.7967076475984247,2.3156385687733,26.0
71.324,14.0,2.749177000178313,2.7491770001783116,27.0
72.945,13.0,2.750690298185929,2.7254765237083394,27.0
74.566,11.0,4.232104162796936,3.377182966086656,26.0
76.187,12.0,4.240473107617107,4.033870118186088,27.0
77.808,12.0,2.825822087172251,2.825822087172251,26.0
79.429,11.0,3.8993612408284033,3.0672747436393455,25.0
