startTime(s),AoINumber,AoIBCEA,AoIBCEADisp,AoILempelZiv
0.0,0.6953333333333334,0.7866666666666666,0.7927083333333333,0.6441666666666667
0.5,0.6953333333333334,0.7495416666666667,0.7394166666666667,0.6441666666666667
1.0,0.6953333333333334,0.741875,0.727,0.6441666666666667
1.5,0.6953333333333334,0.7285,0.7400416666666667,0.58975
2.0,0.6953333333333334,0.7430416666666667,0.7599166666666667,0.6441666666666667
2.5,0.6953333333333334,0.7174166666666667,0.7510833333333333,0.6441666666666667
3.0,0.6048333333333333,0.7385833333333334,0.7310416666666667,0.58975
3.5,0.6953333333333334,0.7089583333333334,0.6896666666666667,0.58975
4.0,0.6953333333333334,0.7043333333333334,0.6849583333333333,0.58975
4.5,0.6048333333333333,0.7189583333333334,0.7345,0.5362916666666667
5.0,0.5157083333333333,0.7376666666666667,0.7244583333333333,0.488125
5.5,0.5157083333333333,0.7365416666666667,0.7244166666666667,0.488125
6.0,0.5157083333333333,0.7862916666666667,0.793625,0.488125
6.5,0.5157083333333333,0.7645,0.781,0.445625
7.0,0.5157083333333333,0.7845,0.801875,0.445625
7.5,0.4422083333333333,0.8355,0.863875,0.40591666666666665
8.0,0.4422083333333333,0.8196666666666667,0.849,0.40591666666666665
8.5,0.5157083333333333,0.7355833333333334,0.7756666666666666,0.445625
9.0,0.5157083333333333,0.6014583333333333,0.6017083333333333,0.445625
9.5,0.5157083333333333,0.6478333333333334,0.6492083333333334,0.40591666666666665
10.0,0.5157083333333333,0.60425,0.6463333333333333,0.445625
10.5,0.5157083333333333,0.5976666666666667,0.6427916666666667,0.445625
11.0,0.5157083333333333,0.5999583333333334,0.6447083333333333,0.488125
11.5,0.6048333333333333,0.40891666666666665,0.5360416666666666,0.488125
12.0,0.6048333333333333,0.6025416666666666,0.7025,0.5362916666666667
12.5,0.6953333333333334,0.47720833333333335,0.6112916666666667,0.5362916666666667
13.0,0.6953333333333334,0.306125,0.4270833333333333,0.488125
13.5,0.778375,0.20183333333333334,0.31958333333333333,0.58975
14.0,0.778375,0.11583333333333333,0.22595833333333334,0.58975
14.5,0.85125,0.05570833333333333,0.152125,0.58975
15.0,0.85125,0.05554166666666667,0.169125,0.6441666666666667
15.5,0.778375,0.08341666666666667,0.213375,0.5362916666666667
16.0,0.6953333333333334,0.22641666666666665,0.403875,0.5362916666666667
16.5,0.6953333333333334,0.24625,0.426875,0.5362916666666667
17.0,0.6953333333333334,0.35379166666666667,0.5354166666666667,0.488125
17.5,0.778375,0.49291666666666667,0.6452083333333334,0.58975
18.0,0.778375,0.414625,0.5912916666666667,0.58975
18.5,0.778375,0.3555,0.5427916666666667,0.58975
19.0,0.6953333333333334,0.48383333333333334,0.6380416666666666,0.5362916666666667
19.5,0.778375,0.2906666666666667,0.46808333333333335,0.6441666666666667
20.0,0.778375,0.280625,0.484625,0.58975
20.5,0.778375,0.360375,0.547875,0.58975
21.0,0.6953333333333334,0.41320833333333334,0.5687083333333334,0.5362916666666667
21.5,0.6953333333333334,0.4075,0.5601666666666667,0.5362916666666667
22.0,0.778375,0.348125,0.5360833333333334,0.5362916666666667
22.5,0.778375,0.3727916666666667,0.557625,0.5362916666666667
23.0,0.778375,0.4297916666666667,0.5594583333333333,0.6441666666666667
23.5,0.85125,0.3263333333333333,0.452875,0.7024583333333333
24.0,0.778375,0.3752916666666667,0.527,0.7024583333333333
24.5,0.778375,0.38208333333333333,0.5130416666666666,0.6441666666666667
