startTime(s),fixDur,fixVel,fixDriftDisplacement,fixDriftDist,fixDriftVel,fixBCEA,sacFreq,sacAmp,sacEfficiency,sacPeakVel,sacPeakAcc,sacSkewnessExponent,sacPeakVelAmpRatio
0.0,0.7963218390804597,0.7719540229885058,0.7919540229885057,0.9527011494252874,0.6528735632183909,0.9541379310344827,0.33741379310344827,0.2886206896551724,0.6282758620689655,0.06718390804597701,0.17201149425287357,0.5680459770114943,0.46977011494252874
1.6,0.5633908045977012,0.7360919540229885,0.8792528735632184,0.8298275862068966,0.6494252873563219,0.7180459770114943,0.5707471264367816,0.04603448275862069,0.8212643678160919,0.01850574712643678,0.10206896551724139,0.8264367816091954,0.6089080459770115
3.2,0.545,0.6652298850574713,0.7498850574712643,0.7590229885057471,0.5331034482758621,0.5816091954022988,0.8054597701149425,0.08247126436781609,0.9187356321839081,0.021264367816091954,0.08195402298850575,0.7094252873563218,0.5695977011494253
4.8,0.3771264367816092,0.654712643678161,0.42614942528735633,0.5719540229885057,0.37051724137931036,0.4363218390804598,0.9289655172413793,0.1318390804597701,0.8319540229885057,0.033045977011494254,0.19770114942528735,0.25442528735632186,0.4902298850574713
6.4,0.147183908045977,0.646551724137931,0.032126436781609195,0.16706896551724137,0.27977011494252874,0.1096551724137931,0.9732183908045977,0.32201149425287356,0.7127011494252874,0.12367816091954023,0.3600574712643678,0.19229885057471263,0.2864942528735632
8.0,0.11344827586206896,0.745919540229885,0.0625287356321839,0.24304597701149425,0.34879310344827585,0.13591954022988506,0.8645402298850575,0.4313218390804598,0.4552873563218391,0.21810344827586206,0.45988505747126435,0.19086206896551725,0.3649425287356322
9.6,0.23839080459770115,0.608103448275862,0.29022988505747127,0.2649425287356322,0.43942528735632186,0.20442528735632184,0.7839080459770115,0.4443103448275862,0.3318390804597701,0.38224137931034485,0.5983333333333334,0.4045977011494253,0.5516091954022988
11.2,0.40241379310344827,0.5405747126436782,0.4431609195402299,0.4987931034482759,0.3704597701149425,0.31764367816091954,0.5707471264367816,0.19442528735632184,0.2253448275862069,0.2103448275862069,0.6363218390804598,0.27218390804597703,0.7160344827586207
12.8,0.2871264367816092,0.6825287356321839,0.43724137931034485,0.44310344827586207,0.6364367816091954,0.4475287356321839,0.7839080459770115,0.12839080459770114,0.19120689655172413,0.21764367816091953,0.6367816091954023,0.27816091954022987,0.8012068965517242
14.4,0.32879310344827584,0.6537356321839081,0.322183908045977,0.4404022988505747,0.5597126436781609,0.3814367816091954,0.7108045977011495,0.16695402298850576,0.17948275862068966,0.12839080459770114,0.30540229885057474,0.18867816091954023,0.8645977011494252
