startTime(s),AoINumber,AoIBCEA,AoIBCEADisp,AoILempelZiv
0.0,0.26306636155606405,0.8628009153318078,0.635954233409611,0.12300228832951945
0.599,0.21333638443935926,0.838141876430206,0.8877070938215103,0.11166132723112128
1.198,0.21333638443935926,0.49357437070938215,0.5239908466819222,0.11166132723112128
1.797,0.21333638443935926,0.4879908466819222,0.5140045766590389,0.11166132723112128
2.396,0.21333638443935926,0.6450160183066361,0.7188924485125858,0.11700686498855835
2.995,0.21333638443935926,0.6450160183066361,0.7188924485125858,0.11700686498855835
3.594,0.21333638443935926,0.891487414187643,0.9296018306636156,0.11700686498855835
4.193,0.21333638443935926,0.9617574370709382,0.9796613272311213,0.11700686498855835
4.792,0.21333638443935926,0.9926315789473684,0.9975926773455378,0.11700686498855835
5.391,0.21333638443935926,0.9960732265446224,0.9988558352402745,0.12043020594965675
5.99,0.21333638443935926,0.9977757437070939,0.9993318077803204,0.12043020594965675
6.589,0.26306636155606405,0.9947368421052631,0.9976659038901602,0.12300228832951945
7.188,0.26306636155606405,0.9947368421052631,0.9976659038901602,0.12300228832951945
7.787,0.26306636155606405,0.9922471395881007,0.9960640732265447,0.12692906178489702
8.386,0.26306636155606405,0.9914324942791762,0.995304347826087,0.12692906178489702
8.985,0.26306636155606405,0.9914324942791762,0.995304347826087,0.12692906178489702
9.584,0.26306636155606405,0.9924576659038902,0.9962105263157894,0.12692906178489702
10.183,0.26306636155606405,0.9936659038901602,0.9967688787185355,0.13189931350114417
10.782,0.31758352402745993,0.9897025171624714,0.9896475972540045,0.17408695652173914
11.381,0.31758352402745993,0.9888421052631579,0.9912402745995423,0.17408695652173914
11.98,0.3920183066361556,0.9798077803203661,0.9902151029748284,0.2506178489702517
12.579,0.3920183066361556,0.979954233409611,0.9899862700228833,0.2853455377574371
13.178,0.3920183066361556,0.9802471395881007,0.9899038901601831,0.2853455377574371
13.777,0.3920183066361556,0.9813638443935927,0.9893729977116705,0.2853455377574371
14.376,0.3920183066361556,0.9868558352402746,0.9841647597254004,0.316604118993135
14.975,0.3920183066361556,0.9895652173913043,0.9762929061784897,0.2853455377574371
15.574,0.48382608695652174,0.9729336384439359,0.9884485125858123,0.3476613272311213
16.173,0.5727597254004577,0.968558352402746,0.9846498855835241,0.4148283752860412
16.772,0.5727597254004577,0.9689153318077803,0.9848329519450801,0.4148283752860412
17.371,0.5727597254004577,0.9799908466819222,0.9868558352402746,0.4148283752860412
17.97,0.5727597254004577,0.9823432494279176,0.9888054919908467,0.4148283752860412
18.569,0.6575011441647597,0.9421235697940503,0.9642929061784897,0.5391853546910755
19.168,0.6575011441647597,0.8852814645308924,0.8828924485125859,0.49393135011441647
19.767,0.6575011441647597,0.8729336384439359,0.8765308924485126,0.5391853546910755
20.366,0.6575011441647597,0.8995606407322655,0.9167231121281465,0.5391853546910755
20.965,0.5727597254004577,0.9773180778032037,0.9829107551487414,0.49393135011441647
21.564,0.5727597254004577,0.9684942791762013,0.972512585812357,0.49393135011441647
22.163,0.6575011441647597,0.8831578947368421,0.915441647597254,0.5391853546910755
22.762,0.6575011441647597,0.8966407322654463,0.8991304347826087,0.5905171624713959
23.361,0.6575011441647597,0.9011716247139588,0.9055102974828375,0.5391853546910755
23.96,0.6575011441647597,0.8422608695652174,0.8192951945080091,0.5391853546910755
24.559,0.6575011441647597,0.8338672768878719,0.8482929061784897,0.5391853546910755
25.158,0.7400091533180778,0.6645858123569794,0.7922654462242563,0.5905171624713959
25.757,0.7400091533180778,0.8395881006864988,0.9085766590389016,0.6398901601830663
26.356,0.8176384439359268,0.6797986270022883,0.807395881006865,0.6398901601830663
26.955,0.8176384439359268,0.6912677345537758,0.7994141876430206,0.6870846681922197
27.554,0.8869839816933639,0.5814919908466819,0.685675057208238,0.7303981693363845
28.153,0.8869839816933639,0.4972265446224256,0.665812356979405,0.7687139588100687
28.752,0.9374187643020595,0.36320366132723114,0.5051258581235698,0.7687139588100687
29.351,0.9374187643020595,0.4504347826086956,0.6248878718535469,0.8023340961098399
