startTime(s),SpLength,SpBCEA,SpConvexHull,SpFractalDimension,SpRQARecRate
0.0,0.6253272311212814,0.9200183066361556,0.9051533180778032,0.06532723112128147,0.08281922196796339
1.14,0.6238260869565218,0.9479359267734554,0.9108009153318077,0.04039359267734554,0.08719450800915332
2.28,0.6985537757437071,0.9543615560640732,0.9108009153318077,0.053052631578947365,0.10603203661327232
3.42,0.741254004576659,0.9626453089244851,0.9108009153318077,0.09405949656750572,0.11680549199084668
4.56,0.7682745995423341,0.9687963386727689,0.9145537757437071,0.10649885583524027,0.11680549199084668
5.7,0.801025171624714,0.9637803203661327,0.9198077803203661,0.13638443935926772,0.10125400457665903
6.84,0.8144897025171625,0.9422883295194509,0.9185995423340961,0.17952402745995424,0.09860869565217391
7.98,0.8122105263157895,0.9034965675057208,0.9177025171624714,0.27875514874141877,0.1240091533180778
9.12,0.8144439359267734,0.8949473684210526,0.9224988558352403,0.233720823798627,0.1702883295194508
10.26,0.8225995423340962,0.8851899313501144,0.9224988558352403,0.318370709382151,0.14836613272311214
11.4,0.8151395881006865,0.8815102974828375,0.9134828375286042,0.3629656750572082,0.16021052631578947
12.54,0.8248329519450801,0.8788649885583524,0.9134828375286042,0.45977116704805493,0.14724942791762013
13.68,0.8423249427917621,0.8888512585812357,0.9174279176201373,0.4602196796338673,0.12023798627002288
14.82,0.8388649885583525,0.87758352402746,0.9174279176201373,0.6716887871853547,0.1385903890160183
15.96,0.8318077803203662,0.8650526315789474,0.9180961098398169,0.6705720823798627,0.20377116704805492
17.1,0.841720823798627,0.8088878718535469,0.8841098398169336,0.7208329519450801,0.2342974828375286
18.24,0.8581784897025172,0.798233409610984,0.8821967963386728,0.695725400457666,0.2379954233409611
19.38,0.8526864988558353,0.7870572082379863,0.8821967963386728,0.7358077803203661,0.2506178489702517
20.52,0.8629199084668192,0.751908466819222,0.8691990846681922,0.7832402745995424,0.27206407322654463
21.66,0.8517254004576659,0.7408878718535469,0.8707093821510298,0.7478627002288329,0.27083752860411897
22.8,0.8444942791762013,0.7395423340961098,0.8714691075514874,0.7269473684210527,0.2712860411899313
23.94,0.83758352402746,0.7340686498855835,0.8718810068649886,0.6244302059496567,0.27641189931350113
25.08,0.8327048054919909,0.7134462242562929,0.8621601830663616,0.5898032036613272,0.2817025171624714
26.22,0.8356613272311213,0.6835423340961099,0.8495011441647597,0.5541784897025172,0.31646681922196795
27.36,0.8362105263157895,0.6837803203661327,0.8495011441647597,0.5419405034324942,0.3048787185354691
28.5,0.8273867276887872,0.6682837528604119,0.8426819221967964,0.5774370709382151,0.34127231121281465
29.64,0.8240366132723113,0.6738764302059497,0.8426819221967964,0.5523295194508009,0.3278260869565217
30.78,0.8268100686498856,0.7004942791762013,0.8436521739130435,0.450370709382151,0.29959725400457665
31.92,0.8412448512585813,0.8427826086956521,0.9176292906178489,0.46698398169336386,0.2733913043478261
33.06,0.8404942791762013,0.8508192219679633,0.9066636155606407,0.4999176201372998,0.2642837528604119
34.2,0.8417299771167048,0.8630480549199084,0.9066636155606407,0.4645491990846682,0.24464073226544622
35.34,0.84241647597254,0.8849885583524028,0.9101052631578948,0.42918077803203664,0.19557894736842105
36.48,0.8396979405034325,0.8813180778032037,0.9036704805491991,0.397162471395881,0.1851990846681922
37.62,0.8327139588100686,0.86762471395881,0.8888695652173914,0.49505720823798627,0.22746910755148742
38.76,0.8209244851258581,0.8711304347826087,0.8769519450800916,0.46899771167048054,0.24529061784897024
39.9,0.8093455377574371,0.8795972540045767,0.8808695652173913,0.39362929061784896,0.24419221967963387
41.04,0.8029107551487414,0.8814462242562929,0.9321556064073226,0.5059771167048055,0.24300228832951945
42.18,0.8012173913043479,0.8807322654462243,0.9294919908466819,0.5384805491990846,0.24357894736842106
43.32,0.7962379862700228,0.8816475972540045,0.9269382151029748,0.6355697940503432,0.244045766590389
44.46,0.7664897025171624,0.8676979405034325,0.8894462242562929,0.7425720823798627,0.2644118993135011
45.6,0.7662059496567506,0.8661967963386727,0.8871212814645308,0.6277437070938215,0.24584897025171626
46.74,0.7478627002288329,0.8693089244851259,0.8858215102974828,0.5303981693363844,0.2885034324942792
47.88,0.7433958810068649,0.8265446224256293,0.8618855835240274,0.5829016018306636,0.3240640732265446
49.02,0.7621693363844394,0.8092448512585813,0.8618855835240274,0.7101601830663615,0.3113318077803204
50.16,0.754370709382151,0.8057116704805491,0.8618855835240274,0.7392402745995423,0.3200183066361556
51.3,0.6512768878718536,0.7308283752860412,0.8369702517162472,0.7488237986270023,0.3545263157894737
52.44,0.4881098398169336,0.6847871853546911,0.7301510297482837,0.7868924485125858,0.37821510297482835
53.58,0.3873318077803204,0.6473409610983981,0.6407322654462243,0.8627185354691076,0.40819221967963387
54.72,0.3488512585812357,0.6478443935926773,0.6144805491990847,0.8107917620137299,0.3987643020594966
55.86,0.29220137299771165,0.6436064073226545,0.5933089244851258,0.7658947368421053,0.36811899313501145
