startTime(s),SpLength,SpBCEA,SpConvexHull,SpFractalDimension,SpRQARecRate
0.0,0.8547734553775743,0.38475972540045766,0.2791121281464531,0.9287139588100687,0.7086590389016019
1.626,0.8657025171624714,0.2940137299771167,0.26550114416475973,0.9317620137299771,0.7729153318077803
3.252,0.8681922196796339,0.2996704805491991,0.26562929061784896,0.9174279176201373,0.7613546910755149
4.878,0.8480823798627002,0.30488787185354693,0.26562929061784896,0.9211350114416476,0.7597711670480549
6.504,0.9447963386727689,0.308604118993135,0.26608695652173914,0.9206224256292906,0.7544347826086957
8.13,0.8693638443935927,0.3090983981693364,0.2660778032036613,0.8778855835240275,0.7520274599542334
9.756,0.8780961098398169,0.30359725400457666,0.26612356979405033,0.8408237986270023,0.7520274599542334
11.382,0.9401464530892448,0.29440732265446223,0.2568512585812357,0.8897574370709382,0.7603386727688787
13.008,0.8671945080091533,0.2504805491990847,0.210324942791762,0.8748924485125859,0.7682929061784897
14.634,0.8655286041189931,0.24465903890160184,0.21464530892448513,0.8917254004576659,0.7698855835240275
16.26,0.9388100686498856,0.22558352402745996,0.1857482837528604,0.8934736842105263,0.8110755148741419
17.886,0.8682929061784898,0.23017848970251717,0.19837070938215104,0.889995423340961,0.8110755148741419
19.512,0.9414004576659039,0.2316704805491991,0.19837070938215104,0.8915697940503432,0.8123112128146454
21.138,0.8672494279176202,0.22640732265446226,0.18268192219679633,0.9118718535469108,0.8123112128146454
22.764,0.8672768878718535,0.23759267734553777,0.20296567505720825,0.9382974828375286,0.8416659038901602
24.39,0.8678810068649886,0.2411807780320366,0.20208695652173914,0.9511945080091533,0.8491441647597254
26.016,0.8701876430205949,0.24001830663615562,0.2014370709382151,0.9448970251716247,0.8491441647597254
27.642,0.876787185354691,0.23539588100686498,0.20453089244851258,0.8993043478260869,0.8540411899313501
29.268,0.9552311212814645,0.23983524027459954,0.21626544622425628,0.8424805491990847,0.8540411899313501
30.894,0.8781510297482837,0.24726773455377574,0.22353318077803203,0.7789565217391304,0.856091533180778
32.52,0.8509107551487414,0.2488878718535469,0.22367048054919908,0.7859771167048055,0.8661693363844394
34.146,0.8776659038901602,0.25584439359267735,0.22582151029748285,0.8103432494279176,0.8649061784897025
35.772,0.8878901601830663,0.2653089244851259,0.22745080091533182,0.7461510297482837,0.857812356979405
37.398,0.8911395881006865,0.26419221967963386,0.22621510297482839,0.7311121281464531,0.856091533180778
39.024,0.8897665903890161,0.2712860411899313,0.22624256292906178,0.7094828375286041,0.8525675057208238
40.65,0.8959267734553775,0.2699771167048055,0.22624256292906178,0.708137299771167,0.8511121281464531
42.276,0.9667093821510298,0.2582059496567506,0.21416933638443936,0.7056109839816934,0.8534462242562929
43.902,0.9017391304347826,0.2593318077803204,0.21411441647597254,0.6820594965675058,0.8534462242562929
45.528,0.9070389016018306,0.24289244851258582,0.20501601830663616,0.6983432494279176,0.8534736842105263
47.154,0.8917070938215103,0.2515240274599542,0.20500686498855836,0.7326315789473684,0.811395881006865
48.78,0.8911487414187643,0.24529977116704804,0.20305720823798626,0.73720823798627,0.8121098398169336
50.406,0.891533180778032,0.25529519450800914,0.23307093821510297,0.6829473684210526,0.8168054919908467
52.032,0.8940503432494279,0.25697025171624716,0.23307093821510297,0.7026910755148742,0.8150755148741419
53.658,0.8540869565217392,0.2625354691075515,0.23539588100686498,0.6101510297482837,0.8114233409610984
55.284,0.8892173913043478,0.2916887871853547,0.25406864988558353,0.6190755148741419,0.8126864988558352
56.91,0.8923569794050343,0.28279176201372996,0.248,0.629299771167048,0.8141327231121281
58.536,0.8984622425629291,0.34616933638443936,0.29049885583524027,0.6829931350114417,0.8133363844393593
60.162,0.8942883295194508,0.38134553775743707,0.29049885583524027,0.7073135011441648,0.8126864988558352
61.788,0.9019679633867277,0.39789473684210525,0.28993135011441645,0.7422059496567506,0.8152402745995423
63.414,0.9699771167048055,0.42735011441647597,0.30590389016018305,0.7797620137299771,0.8135835240274599
65.04,0.8922562929061785,0.4290800915331808,0.3068924485125858,0.7513867276887872,0.8114141876430206
66.666,0.9135652173913044,0.44124485125858126,0.3122745995423341,0.7670480549199085,0.8544713958810068
68.292,0.9784256292906178,0.43642105263157893,0.3122745995423341,0.7652997711670481,0.8544713958810068
69.918,0.9211899313501144,0.4474141876430206,0.3151029748283753,0.7968237986270023,0.8662608695652174
71.544,0.9765675057208238,0.46364302059496565,0.3171807780320366,0.8242471395881007,0.8709016018306636
73.17,0.9167780320366132,0.4833409610983982,0.3171807780320366,0.7932723112128146,0.874279176201373
74.796,0.9141327231121281,0.5088237986270023,0.32129061784897023,0.7835514874141877,0.8417025171624714
76.422,0.9744897025171625,0.5303432494279177,0.3348741418764302,0.8018398169336385,0.8182151029748284
78.048,0.9766681922196796,0.5111945080091533,0.3031945080091533,0.8094919908466819,0.8634050343249428
79.674,0.9163020594965675,0.5019313501144165,0.2886773455377574,0.813675057208238,0.8437711670480549
