startTime(s),fixDur,fixVel,fixDriftDisplacement,fixDriftDist,fixDriftVel,fixBCEA,sacFreq,sacAmp,sacEfficiency,sacPeakVel,sacPeakAcc,sacSkewnessExponent,sacPeakVelAmpRatio
0.0,0.5132036613272312,0.11290617848970251,0.46339588100686496,0.22251258581235697,0.3303112128146453,0.51083295194508,0.2930480549199085,0.7596475972540045,0.7283569794050343,0.7042562929061785,0.4775102974828375,0.6117482837528604,0.11502974828375286
0.401,0.5404988558352403,0.11244393592677346,0.44698855835240275,0.2388558352402746,0.32180320366132725,0.5204805491990847,0.2930480549199085,0.7596475972540045,0.7283569794050343,0.7042562929061785,0.4775102974828375,0.6117482837528604,0.11502974828375286
0.802,0.5420091533180778,0.10328146453089244,0.4751762013729977,0.23441647597254003,0.36719908466819223,0.5204347826086957,0.46559725400457663,0.7398810068649886,0.5850114416475972,0.6042700228832952,0.41968421052631577,0.7447368421052631,0.1323524027459954
1.203,0.5858901601830664,0.05585354691075515,0.36807322654462243,0.2062654462242563,0.26077803203661326,0.42355606407322655,0.2930480549199085,0.7278581235697941,0.5556475972540046,0.5876704805491991,0.3911853546910755,0.8121922196796338,0.14468649885583523
1.604,0.5776109839816934,0.06102517162471396,0.3691670480549199,0.21814187643020594,0.26359267734553776,0.4595743707093822,0.19468192219679634,0.6844210526315789,0.5521098398169336,0.5334187643020595,0.3663569794050343,0.9235377574370709,0.19869107551487414
2.005,0.53079176201373,0.08989016018306636,0.3445858123569794,0.20752402745995424,0.26562929061784896,0.443395881006865,0.46559725400457663,0.6648604118993136,0.5304485125858124,0.5226407322654463,0.3474736842105263,0.9627368421052631,0.20081006864988557
2.406,0.6135194508009153,0.08091990846681922,0.2885217391304348,0.2508741418764302,0.1974233409610984,0.4377894736842105,0.35154691075514877,0.5880732265446225,0.5597482837528605,0.5101967963386728,0.34013272311212817,0.983212814645309,0.20169794050343248
2.807,0.665487414187643,0.09762471395881007,0.31132265446224255,0.30819679633867275,0.19279633867276888,0.48647139588100685,0.28499771167048055,0.6524118993135012,0.558324942791762,0.5990983981693364,0.4274599542334096,0.9847871853546911,0.16564302059496566
3.208,0.665487414187643,0.09762471395881007,0.31132265446224255,0.30819679633867275,0.19279633867276888,0.48647139588100685,0.28754691075514877,0.6524118993135012,0.558324942791762,0.5990983981693364,0.4274599542334096,0.9847871853546911,0.16564302059496566
3.609,0.6886315789473684,0.1031533180778032,0.3118535469107552,0.3434233409610984,0.18331807780320367,0.42956064073226546,0.46123569794050345,0.6337482837528604,0.5836704805491991,0.5942837528604119,0.4277757437070938,0.9879771167048055,0.17219679633867277
4.01,0.6860823798627003,0.11162929061784897,0.35070938215102976,0.34416475972540045,0.219116704805492,0.4714462242562929,0.3775240274599542,0.6337482837528604,0.5836704805491991,0.5942837528604119,0.4277757437070938,0.9879771167048055,0.17219679633867277
4.411,0.718279176201373,0.08443020594965675,0.3398032036613272,0.33728604118993133,0.18806407322654461,0.3268604118993135,0.3775240274599542,0.7116430205949656,0.5857803203661327,0.6147048054919908,0.49159725400457666,0.9797711670480549,0.1300274599542334
4.812,0.5486315789473685,0.16594965675057208,0.43160183066361557,0.281954233409611,0.29399542334096107,0.38604576659038903,0.49978489702517165,0.6645903890160183,0.5560137299771167,0.536187643020595,0.42675972540045765,0.9695057208237986,0.14124485125858124
5.213,0.5230800915331808,0.15669107551487413,0.4105766590389016,0.2580183066361556,0.2843432494279176,0.3640274599542334,0.6026727688787186,0.6159588100686498,0.5842105263157895,0.4818169336384439,0.37957894736842107,0.970370709382151,0.19589473684210526
5.614,0.6183981693363845,0.1265858123569794,0.43405491990846684,0.3097528604118993,0.2125675057208238,0.3912219679633867,0.49978489702517165,0.6684668192219679,0.6913409610983982,0.5904576659038901,0.48134553775743705,0.9289885583524028,0.16387185354691075
6.015,0.600512585812357,0.1339862700228833,0.468558352402746,0.3004805491990847,0.2650800915331808,0.40208695652173915,0.49978489702517165,0.661395881006865,0.6924942791762013,0.5720732265446224,0.47287414187643023,0.9217574370709383,0.1657345537757437
6.416,0.5561327231121281,0.14322654462242562,0.41610068649885584,0.2819313501144165,0.25105263157894736,0.3836384439359268,0.6026727688787186,0.6333043478260869,0.7136475972540046,0.5414324942791762,0.43134553775743706,0.9287551487414187,0.16737299771167047
6.817,0.6127551487414188,0.10669107551487414,0.4922883295194508,0.30754691075514873,0.2725400457665904,0.4415011441647597,0.6026727688787186,0.6920045766590389,0.8140366132723112,0.6050251716247139,0.5043066361556064,0.8322745995423341,0.1608970251716247
