startTime(s),fixDur,fixVel,fixDriftDisplacement,fixDriftDist,fixDriftVel,fixBCEA,sacFreq,sacAmp,sacEfficiency,sacPeakVel,sacPeakAcc,sacSkewnessExponent,sacPeakVelAmpRatio
0.0,0.27345995423340963,0.8595743707093821,0.32964759725400455,0.5621739130434783,0.4008924485125858,0.2417848970251716,0.8039496567505721,0.357441647597254,0.6133272311212815,0.42567963386727686,0.5252906178489702,0.7702471395881006,0.6731258581235698
0.552,0.3319450800915332,0.7700228832951945,0.3087688787185355,0.5856064073226545,0.31590846681922197,0.21470022883295195,0.7601967963386728,0.23435240274599542,0.5670846681922197,0.34416933638443936,0.4397025171624714,0.7689107551487414,0.7491212814645309
1.104,0.35729977116704803,0.7780823798627002,0.27295652173913043,0.6314462242562929,0.2548512585812357,0.2331578947368421,0.7075881006864989,0.3094782608695652,0.5772265446224256,0.4025400457665904,0.4844027459954233,0.6882425629290618,0.7326224256292906
1.656,0.3863066361556064,0.7580320366132723,0.2271945080091533,0.6485858123569794,0.2037437070938215,0.21666361556064073,0.7601967963386728,0.2576796338672769,0.5696064073226544,0.34122654462242563,0.4443066361556064,0.659070938215103,0.7469199084668192
2.208,0.3434553775743707,0.7832128146453089,0.2160183066361556,0.6233135011441647,0.1985491990846682,0.20107551487414188,0.8039496567505721,0.2559359267734554,0.48610068649885585,0.3568192219679634,0.46731350114416476,0.5726270022883295,0.7554782608695653
2.76,0.3319816933638444,0.8326727688787185,0.20722196796338674,0.6472311212814645,0.19556979405034325,0.2034462242562929,0.8039496567505721,0.3194828375286041,0.46296567505720826,0.41043020594965673,0.511675057208238,0.4669519450800915,0.7391716247139588
3.312,0.3359862700228833,0.8537757437070939,0.21198627002288328,0.6752997711670481,0.20720823798627003,0.17097940503432493,0.8039496567505721,0.32839816933638444,0.4776979405034325,0.4228100686498856,0.5109610983981694,0.5080228832951945,0.7415423340961098
3.864,0.34822883295194507,0.87120823798627,0.19464073226544623,0.698837528604119,0.17451258581235699,0.18694736842105264,0.8039496567505721,0.34729061784897025,0.4529153318077803,0.46375286041189934,0.581858123569794,0.40762929061784897,0.7300411899313501
4.416,0.32409610983981696,0.8721556064073227,0.11432036613272312,0.6756292906178489,0.1280137299771167,0.14560183066361557,0.7601967963386728,0.2726773455377574,0.42299313501144165,0.387908466819222,0.5247780320366132,0.4223340961098398,0.7572951945080092
4.968,0.2845308924485126,0.8701556064073227,0.11819221967963386,0.6321098398169336,0.1474324942791762,0.13839359267734555,0.8402837528604119,0.3137116704805492,0.34431121281464533,0.41383524027459956,0.5425949656750572,0.301954233409611,0.7604805491990847
5.52,0.25215102974828374,0.8621464530892449,0.12416933638443936,0.5925995423340961,0.17037986270022884,0.13019221967963387,0.8402837528604119,0.312837528604119,0.34381693363844396,0.40845308924485124,0.5255881006864989,0.3170983981693364,0.7567688787185355
6.072,0.23210526315789473,0.8591258581235698,0.1345354691075515,0.5672906178489703,0.18381693363844392,0.13499771167048055,0.8729839816933639,0.2371807780320366,0.29640732265446224,0.3586361556064073,0.5071395881006865,0.29073226544622427,0.7859862700228833
6.624,0.2188970251716247,0.8762929061784897,0.18481922196796338,0.576604118993135,0.24956064073226544,0.14305720823798626,0.8729839816933639,0.22706178489702517,0.3304302059496568,0.34269565217391307,0.48185354691075516,0.431395881006865,0.7886590389016018
7.176,0.20013729977116704,0.889491990846682,0.1722837528604119,0.5680411899313501,0.25037986270022883,0.14869565217391303,0.8729839816933639,0.22086956521739132,0.39673226544622425,0.3271441647597254,0.4688649885583524,0.5592265446224256,0.7858947368421053
7.728,0.18901601830663617,0.8668649885583524,0.17366590389016018,0.52520823798627,0.2656567505720824,0.16381235697940502,0.903070938215103,0.1997025171624714,0.40360640732265446,0.32351029748283755,0.4588237986270023,0.6772356979405034,0.7885400457665904
8.28,0.1919679633867277,0.8395514874141876,0.14411899313501145,0.49495194508009155,0.21697482837528603,0.1433913043478261,0.903070938215103,0.19096109839816933,0.4159267734553776,0.31390389016018305,0.4654965675057208,0.6884759725400458,0.789066361556064
8.832,0.1857620137299771,0.8648054919908467,0.16532723112128148,0.5276704805491991,0.24127688787185356,0.1445629290617849,0.8729839816933639,0.19337757437070938,0.5039038901601831,0.31037070938215106,0.4487231121281465,0.8432677345537758,0.7874508009153318
9.384,0.17547826086956522,0.8514279176201373,0.1500228832951945,0.49459496567505723,0.22583981693363844,0.1254370709382151,0.9313913043478261,0.17303432494279175,0.47384897025171624,0.2754462242562929,0.41535011441647596,0.7993775743707093,0.794974828375286
9.936,0.17937299771167048,0.8720274599542334,0.17681006864988558,0.5246407322654463,0.25639816933638443,0.15551487414187642,0.903070938215103,0.14289702517162473,0.5391212814645309,0.24614187643020594,0.40442562929061787,0.8367231121281464,0.7935697940503432
10.488,0.1988604118993135,0.8703386727688788,0.18586727688787186,0.5441189931350114,0.2561052631578947,0.15266819221967964,0.8562425629290618,0.1474919908466819,0.531162471395881,0.25778032036613274,0.4283295194508009,0.8317894736842105,0.7939130434782609
11.04,0.17785354691075514,0.85758352402746,0.16244851258581236,0.49784439359267735,0.2443112128146453,0.1597162471395881,0.8562425629290618,0.1480137299771167,0.5898535469107552,0.24824713958810068,0.3956979405034325,0.8394828375286041,0.7822883295194508
11.592,0.1817391304347826,0.8410846681922197,0.1591350114416476,0.4774233409610984,0.24360640732265446,0.15420137299771167,0.8562425629290618,0.15037986270022882,0.5276887871853547,0.25730434782608697,0.4108009153318078,0.7894691075514874,0.7856613272311213
12.144,0.195441647597254,0.8240183066361556,0.13784897025171625,0.4824851258581236,0.20077803203661326,0.12466361556064073,0.8562425629290618,0.14660411899313502,0.4171670480549199,0.25092448512585813,0.4057574370709382,0.6710938215102975,0.7932402745995424
12.696,0.2252173913043478,0.8404897025171625,0.12867276887871854,0.5473729977116705,0.16468649885583525,0.13930434782608694,0.8220686498855835,0.1797437070938215,0.3923340961098398,0.2814004576659039,0.44534553775743707,0.47881006864988557,0.7831395881006865
13.248,0.24099771167048054,0.8382883295194508,0.11001372997711671,0.5624164759725401,0.14537299771167048,0.14991762013729978,0.7809107551487414,0.1920274599542334,0.37159267734553775,0.2999176201372998,0.4690526315789474,0.45619679633867277,0.7791945080091534
13.8,0.279720823798627,0.8294462242562929,0.1600503432494279,0.6019038901601831,0.16698855835240276,0.18159267734553775,0.8220686498855835,0.17523112128146454,0.3676887871853547,0.27190389016018307,0.43867276887871853,0.4331762013729977,0.7814370709382151
14.352,0.314370709382151,0.8473272311212815,0.19712585812356978,0.6653363844393593,0.17982151029748283,0.20797711670480548,0.731116704805492,0.19216018306636157,0.37735926773455375,0.2950480549199085,0.46198169336384437,0.4252311212814645,0.7676887871853547
14.904,0.3078169336384439,0.8411350114416476,0.1489199084668192,0.6561922196796338,0.1571258581235698,0.16935011441647596,0.731116704805492,0.2947322654462243,0.24808695652173912,0.41837528604118995,0.6314691075514874,0.4259588100686499,0.753533180778032
