startTime(s),AoINumber,AoIBCEA,AoIBCEADisp,AoILempelZiv
0.0,0.9691441647597254,0.6066544622425629,0.4340045766590389,0.9990480549199084
0.804,0.9691441647597254,0.5859221967963387,0.32735926773455376,0.9994233409610984
1.608,0.9851899313501145,0.5231487414187643,0.37188100686498854,0.9994233409610984
2.412,0.9691441647597254,0.49501144164759725,0.32407322654462245,0.9985171624713959
3.216,0.9691441647597254,0.5360823798627002,0.33013272311212816,0.9990480549199084
4.02,0.8869839816933639,0.6329153318077804,0.274370709382151,0.9976933638443936
4.824,0.8176384439359268,0.6593867276887871,0.2900869565217391,0.9976933638443936
5.628,0.8176384439359268,0.6882379862700229,0.36522654462242565,0.9943981693363845
6.432,0.8869839816933639,0.6363935926773455,0.27960640732265446,0.9964576659038902
7.236,0.9374187643020595,0.6106270022883296,0.3063981693363844,0.9964576659038902
8.04,0.9374187643020595,0.5867459954233409,0.34922654462242564,0.9985171624713959
8.844,0.9374187643020595,0.5476155606407322,0.23901144164759724,0.9976933638443936
9.648,0.9691441647597254,0.46912585812356977,0.49441647597254007,0.9964576659038902
10.452,0.8869839816933639,0.5785446224256293,0.3280823798627002,0.9919176201372998
11.256,0.8176384439359268,0.6488146453089245,0.34756064073226545,0.9877254004576659
12.06,0.8869839816933639,0.5350114416475973,0.40677345537757437,0.9919176201372998
12.864,0.9374187643020595,0.47902059496567506,0.29297940503432496,0.9919176201372998
13.668,0.9691441647597254,0.4655560640732265,0.4701784897025172,0.9964576659038902
14.472,0.9374187643020595,0.4803203661327231,0.5660137299771167,0.9943981693363845
15.276,0.9691441647597254,0.4249427917620137,0.3352860411899313,0.9964576659038902
16.08,0.9374187643020595,0.5521006864988558,0.29166132723112126,0.9943981693363845
16.884,0.8869839816933639,0.5522105263157895,0.3218947368421053,0.9818032036613272
17.688,0.8869839816933639,0.5119450800915332,0.26981235697940503,0.9818032036613272
18.492,0.8869839816933639,0.5204027459954234,0.33675057208237985,0.9818032036613272
19.296,0.7400091533180778,0.7025263157894737,0.5201281464530892,0.9650892448512586
20.1,0.7400091533180778,0.6782517162471395,0.4709107551487414,0.9741327231121282
20.904,0.5727597254004577,0.7490526315789474,0.38935469107551485,0.9231670480549199
21.708,0.48382608695652174,0.846462242562929,0.34558352402745995,0.9051441647597254
22.512,0.5727597254004577,0.7596979405034325,0.27977116704805494,0.9051441647597254
23.316,0.5727597254004577,0.7009702517162472,0.32579405034324943,0.8832677345537757
24.12,0.48382608695652174,0.5524302059496567,0.5029016018306636,0.8323569794050343
24.924,0.48382608695652174,0.4950846681922197,0.5247688787185355,0.8023340961098399
25.728,0.48382608695652174,0.5325125858123569,0.387954233409611,0.8323569794050343
26.532,0.3920183066361556,0.7564485125858124,0.34006407322654464,0.8023340961098399
27.336,0.31758352402745993,0.8761464530892449,0.6366864988558353,0.8604576659038902
28.14,0.3920183066361556,0.7437345537757437,0.40824713958810066,0.8604576659038902
28.944,0.26306636155606405,0.9122013729977116,0.7590022883295194,0.5905171624713959
29.748,0.31758352402745993,0.8570800915331808,0.5067093821510298,0.8604576659038902
30.552,0.31758352402745993,0.8458947368421053,0.5994141876430206,0.8023340961098399
31.356,0.3920183066361556,0.7159725400457666,0.4677345537757437,0.8832677345537757
32.16,0.48382608695652174,0.6789931350114417,0.25034324942791764,0.8604576659038902
32.964,0.3920183066361556,0.8225995423340962,0.637491990846682,0.8604576659038902
33.768,0.48382608695652174,0.820137299771167,0.5412356979405034,0.9051441647597254
34.572,0.5727597254004577,0.7691990846681922,0.5583798627002289,0.9394691075514874
35.376,0.6575011441647597,0.6641739130434783,0.42392677345537755,0.9537391304347826
36.18,0.6575011441647597,0.6630846681922197,0.3195606407322654,0.9650892448512586
36.984,0.8176384439359268,0.536558352402746,0.28666361556064074,0.9919176201372998
37.788,0.8176384439359268,0.5958901601830664,0.27751945080091533,0.9919176201372998
38.592,0.8176384439359268,0.6784713958810069,0.3506270022883295,0.9964576659038902
39.396,0.8176384439359268,0.7234874141876431,0.46068649885583524,0.9964576659038902
